Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Material,Occasion,Pattern,Sole Material,Sustainable,Type,Warranty,BIS Certificate Image URL,BIS Certificate Number,BIS Expiry Date,Character,Contact Brand or Retailer for pre-sales product queries
Killer,Men Thong Flip-Flops,₹749,MRP ₹3745,(80% OFF),4,91 Ratings,"A pair of grey and brown solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned tpr outsole
Warranty: 3 months
Warranty provided by brand manufacturer",Synthetic,Casual,Solid,TPR,Regular,Thong Flip-Flops,3 months,https://assets.myntassets.com/assets/images/2024/8/15/a3a4cddb-a915-4492-abb7-755375e946a51723713711831-BIS.jpg,8800133414,03/07/2025,,
Duke,Men Striped Thong Flip-Flops,₹324,MRP ₹499,(35% OFF),4.2,42 Ratings,"A pair of navy blue and red striped thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Striped,EVA,Regular,Thong Flip-Flops,15 days,,,,,
AfroJack,Men Thong Flip-Flops,₹999,MRP ₹4995,(80% OFF),4.2,388 Ratings,"A pair of white and silver-toned solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,1 month,,,,,
Floatz,Men Grey Thong Flip-Flops,₹1019,MRP ₹1199,(15% OFF),4.2,499 Ratings,"A pair of grey solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
ADIDAS,Men Printed Thong Flip-Flops,₹953,MRP ₹1799,(47% OFF),3.7,13 Ratings,"A pair of blue and beige printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,3 months,,,,,
Woodland,Men Colourblocked Thong Flip-Flops,₹556,MRP ₹795,(30% OFF),3.6,77 Ratings,"A pair of grey colourblocked thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Colourblocked,Rubber,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Sparx,Men Printed Thong Flip-Flops,₹394,MRP ₹499,(21% OFF),3.9,45 Ratings,"A pair of olive green and grey printed thong flip-flops
Fabric upper
Cushioned footbed
Patterned rubber outsole",Fabric,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
CASSIEY,Men Lightweight Clog Flip Flops,₹699,MRP ₹999,(Rs. 300 OFF),3.9,52 Ratings,Lightweight - these summer sandals are unisex. Put on these lightweight sandals and go to the beach with the family for a series of water activities. Perfect summer slippers and water sandals for men and women. Non-slip sole - These comfortable Clog Shoes are ideal for you heading to walking.,Croslite,Casual,Solid,EVA,Regular,Clogs,,,,,,
Sparx,Men Thong Flip-Flops,₹594,MRP ₹699,(15% OFF),4.1,111 Ratings,"A pair of self design thong flip-flops
Fabric upper
Cushioned footbed
Patterned eva outsole",Fabric,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
AfroJack,Men Croslite Clogs Flip Flops,₹699,MRP ₹1999,(65% OFF),3.6,8 Ratings,"A pair of grey self design clogs
Croslite upper
Cushioned footbed
Patterned croslite outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Croslite,Casual,Self Design,Croslite,Regular,Clogs,3 months,,,,,
Liberty,Men Thong Flip-Flops,₹1219,MRP ₹1999,(39% OFF),4.2,36 Ratings,"A pair of brown and blue self design thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand manufacturer",PU,Casual,Self Design,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/26/c1b7ee92-9a9a-4b37-8a85-867d37c4a72e1724648850398-Footwear_Decln_Myntra_090824-new_page-0001.jpg,1234567,31/07/2026,,
Sparx,Men Printed Thong Flip-Flops,₹419,MRP ₹499,(16% OFF),4,136 Ratings,"A pair of black and grey printed thong flip-flops
Fabric upper
Cushioned footbed
Patterned rubber outsole",Fabric,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,,,,,
Big Fox,Men Thong Flip-Flops,₹850,MRP ₹2299,(63% OFF),3.9,984 Ratings,"A pair of white solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Paragon,Men Printed Thong Flip-Flops,₹440,MRP ₹629,(30% OFF),4.2,45 Ratings,"A pair of grey ,white & orange printed thong flip flops
Fabric upper
Cushioned footbed
Patterned synthetic outsole
Warranty: 1 year
Warranty provided by brand owner/manufacturer",Fabric,Casual,Printed,Synthetic,Regular,Thong Flip-Flops,1 month,,,,,
max,Men Grey Flip Flops,₹349,MRP ₹399,(Rs. 50 OFF),4,1.5k Ratings,"A pair of grey comfort sandals
Pu upper with slip-on closure
Cushioned footbed
Patterned pu outsole",Plastic,Casual,Solid,Synthetic,Regular,Slip-On,,,,,,
Bata,Men Textured Thong Flip-Flops,₹643,MRP ₹699,(8% OFF),3.9,137 Ratings,"A pair of navy blue and white textured thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Action,Men Rubber Thong Flip-Flops,₹614,MRP ₹1499,(59% OFF),4.1,31 Ratings,"A pair of black and grey solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
ONSOLE,Men Thong Flip-Flops,₹999,MRP ₹1999,(50% OFF),4.7,6 Ratings,"A pair of black and white solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,6 months,,,,,
ONSOLE,Men Thong Flip-Flops,₹701,MRP ₹1299,(46% OFF),4.4,38 Ratings,"A pair of grey and cream-coloured solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,1 month,,,,,
Reebok,Men Fathom Thong Flip-Flops,₹999,MRP ₹1999,(50% OFF),4.2,9 Ratings,"PRODUCT DESIGN DETAILS :
A pair of black and green printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole
ABOUT THE PRODUCT :
Enjoy sunny days by the pool or in the sand . These flip-flops pamper your feet with a comfortable, quick-drying cushion while providing durability with a tough outsole.",Synthetic,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/f437c62d-abf8-47c3-b73e-87d6009020001724415540129-Footwear_Decln_Myntra_23082024_page-0001.jpg,1234567,31/07/2026,,
ONSOLE,Men Thong Flip-Flops,₹999,MRP ₹1999,(50% OFF),4.1,27 Ratings,"A pair of navy blue and white solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,6 months,,,,,
Sparx,Men Textured Thong Flip-Flops,₹449,MRP ₹499,(10% OFF),4.3,24 Ratings,"A pair of camel brown solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
Sparx,Men Thong Flip-Flops,₹314,MRP ₹349,(10% OFF),4.3,78 Ratings,"A pair of blue and black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
ONSOLE,Men Thong Flip-Flops,₹999,MRP ₹1999,(50% OFF),4,22 Ratings,"A pair of grey solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,6 months,,,,,
Red Tape,Men Thong Flip-Flops,₹659,MRP ₹2199,(70% OFF),3.9,23 Ratings,"A pair of brown solid thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole
Warranty: 45 days
Warranty provided by brand owner/manufacturer",PU,Casual,Solid,EVA,Regular,Thong Flip-Flops,45 days,,,,,
Red Tape,Men Thong Flip-Flops,₹599,MRP ₹1997,(70% OFF),4,28 Ratings,"A pair of rust solid thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole
Warranty: 45 days
Warranty provided by brand owner/manufacturer",PU,Casual,Solid,EVA,Regular,Thong Flip-Flops,45 days,,,,,
Cantabil,Men Thong Flip-Flops Slippers,₹449,MRP ₹899,(50% OFF),4.1,12 Ratings,"A pair of navy blue and white solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
ONSOLE,Men Thong Flip-Flops,₹701,MRP ₹1299,(46% OFF),4.4,38 Ratings,"A pair of grey and cream-coloured solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,1 month,,,,,
Reebok,Men Fathom Thong Flip-Flops,₹999,MRP ₹1999,(50% OFF),4.2,9 Ratings,"PRODUCT DESIGN DETAILS :
A pair of black and green printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole
ABOUT THE PRODUCT :
Enjoy sunny days by the pool or in the sand . These flip-flops pamper your feet with a comfortable, quick-drying cushion while providing durability with a tough outsole.",Synthetic,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/f437c62d-abf8-47c3-b73e-87d6009020001724415540129-Footwear_Decln_Myntra_23082024_page-0001.jpg,1234567,31/07/2026,,
ONSOLE,Men Thong Flip-Flops,₹999,MRP ₹1999,(50% OFF),4.1,27 Ratings,"A pair of navy blue and white solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,6 months,,,,,
Sparx,Men Textured Thong Flip-Flops,₹449,MRP ₹499,(10% OFF),4.3,24 Ratings,"A pair of camel brown solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
Sparx,Men Thong Flip-Flops,₹314,MRP ₹349,(10% OFF),4.3,78 Ratings,"A pair of blue and black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
ONSOLE,Men Thong Flip-Flops,₹999,MRP ₹1999,(50% OFF),4,22 Ratings,"A pair of grey solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,6 months,,,,,
Red Tape,Men Thong Flip-Flops,₹659,MRP ₹2199,(70% OFF),3.9,23 Ratings,"A pair of brown solid thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole
Warranty: 45 days
Warranty provided by brand owner/manufacturer",PU,Casual,Solid,EVA,Regular,Thong Flip-Flops,45 days,,,,,
Red Tape,Men Thong Flip-Flops,₹599,MRP ₹1997,(70% OFF),4,28 Ratings,"A pair of rust solid thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole
Warranty: 45 days
Warranty provided by brand owner/manufacturer",PU,Casual,Solid,EVA,Regular,Thong Flip-Flops,45 days,,,,,
Cantabil,Men Thong Flip-Flops Slippers,₹449,MRP ₹899,(50% OFF),4.1,12 Ratings,"A pair of navy blue and white solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Liberty,Men Thong Flip-Flops,₹1119,MRP ₹1999,(44% OFF),4.1,135 Ratings,"A pair of black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/26/c1b7ee92-9a9a-4b37-8a85-867d37c4a72e1724648850398-Footwear_Decln_Myntra_090824-new_page-0001.jpg,1234567,31/07/2026,,
ADIDAS,Men Striped Thong Flip-Flops,₹881,MRP ₹1799,(51% OFF),4,55 Ratings,"Teal green and white striped thong flip-flops with brand logo detail, has slip-on closure
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Striped,EVA,Regular,Thong Flip-Flops,3 months,,,,,
Duke,Men Solid Thong Flip-Flops,₹356,MRP ₹549,(35% OFF),3.8,77 Ratings,"A pair of navy blue solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,1 month,,,,,
ONSOLE,Men Thong Flip-Flops,₹649,MRP ₹1299,(50% OFF),4.4,38 Ratings,"A pair of black and white self design thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole
Warranty: 6 months
Warranty provided by brand owner/manufacturer",PU,Casual,Printed,EVA,Regular,Thong Flip-Flops,6 months,,,,,
Woodland,Men Rubber Thong Flip-Flops,₹646,MRP ₹995,(35% OFF),4.1,14 Ratings,"A pair of red solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,Rubber,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
NEOZ,Men Textured Thong Flip-Flops,₹899,MRP ₹1999,(55% OFF),3.9,8 Ratings,"A pair of black textured thong flip-flops
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Self Design,Synthetic,Regular,Thong Flip-Flops,,,,,,
Bata,Men Tan Thong Flip-Flops,₹643,MRP ₹699,(8% OFF),4.3,108 Ratings,"A pair of tan solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
ADIDAS,Men Thong Flip-Flops,₹1218,MRP ₹2299,(47% OFF),4.1,182 Ratings,"Blue solid thong flip-flops with brand logo detail
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,3 months,,,,,
Duke,Men Textured Thong Flip-Flops,₹509,MRP ₹599,(15% OFF),4.3,96 Ratings,"A pair of navy blue and grey self design thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Sparx,Men Printed Thong Flip-Flops,₹426,MRP ₹449,(5% OFF),4.4,59 Ratings,"A pair of red ,white & black printed thong flip-flops
Fabric upper
Cushioned footbed
Patterned rubber outsole",Fabric,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
OZZOH,Men Striped Thong Flip-Flops,₹499,MRP ₹999,(50% OFF),4.1,87 Ratings,"A pair of blue striped thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Striped,EVA,Regular,Thong Flip-Flops,,,,,,
Cantabil,Men Thong Flip-Flops,₹449,MRP ₹899,(50% OFF),3.9,7 Ratings,"A pair of green and white solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
max,Men Colourblocked Thong Flip-Flops,₹359,MRP ₹399,(10% OFF),4.1,53 Ratings,"A pair of orange and grey colourblocked thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Colourblocked,EVA,Regular,Thong Flip-Flops,,,,,,
NEOZ,Men Textured Thong Flip-Flops,₹899,MRP ₹1999,(55% OFF),4.2,6 Ratings,"A pair of khaki Textured thong flip-flops
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Self Design,Synthetic,Regular,Thong Flip-Flops,,,,,,
Mast & Harbour,Men Thong Flip-Flops,₹659,MRP ₹2999,(78% OFF),3.9,56 Ratings,"A pair of navy blue self design thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Woodland,Men Checked Thong Flip-Flops,₹581,MRP ₹895,(35% OFF),4,96 Ratings,"A pair of brown and green checked thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,Rubber,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
CASSIEY,Men Croslite Thong Flip-Flops,₹749,MRP ₹999,(Rs. 250 OFF),3.1,7 Ratings,"A pair of cream-coloured self design thong flip-flops
Croslite upper
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
CASSIEY,Men Croslite Thong Flip-Flops,₹749,MRP ₹999,(Rs. 250 OFF),3.1,7 Ratings,"A pair of black and white self design thong flip-flops
Croslite upper
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Woodland,Men Checked Thong Flip-Flops,₹581,MRP ₹895,(35% OFF),4,111 Ratings,"A pair of green checked thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer
Warranty not applicable on strap related defects and inconsistencies",Synthetic,Casual,Printed,Rubber,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Ajile by Pantaloons,Men Thong Flip-Flops,₹679,MRP ₹799,(15% OFF),3.2,5 Ratings,"A pair of olive green solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
ONSOLE,Men Thong Flip-Flops,₹649,MRP ₹1299,(50% OFF),4.4,38 Ratings,"A pair of grey and green solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,1 month,,,,,
max,Men Textured Thong Flip-Flops,₹639,MRP ₹799,(20% OFF),3.9,13 Ratings,"A pair of olive green and brown textured thong flip-flops
Pu upper
Cushioned footbed
Patterned pvc outsole",PU,Casual,Solid,PVC,Regular,Thong Flip-Flops,,,,,,
Mast & Harbour,Men Thong Flip-Flops,₹550,MRP ₹1899,(71% OFF),2.8,16 Ratings,"A pair of brown and black self design thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Mast & Harbour,Men Thong Flip-Flops,₹550,MRP ₹1899,(71% OFF),2.8,16 Ratings,"A pair of red and black self design thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Sparx,Men Striped Thong Flip-Flops,₹449,MRP ₹499,(10% OFF),3.9,53 Ratings,"A pair of black and red striped thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Striped,EVA,Regular,Thong Flip-Flops,,,,,,
max,Men Printed Thong Flip-Flops,₹359,MRP ₹399,(10% OFF),4.1,78 Ratings,"A pair of grey and black printed thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
OZZOH,Men Striped Thong Flip-Flops,₹499,MRP ₹999,(50% OFF),4.1,88 Ratings,"A pair of white striped thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Striped,EVA,Regular,Thong Flip-Flops,,,,,,
Sparx,Men Printed Thong Flip-Flops,₹494,MRP ₹549,(10% OFF),4.7,6 Ratings,"A pair of black and red printed thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Printed,EVA,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
Campus,Men Red Thong Flip-Flops,₹356,MRP ₹475,(25% OFF),4.3,497 Ratings,"A pair of red solid thong flip-flops
Synthetic upper
Cushioned foot bed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/9/3/c63a752c-2a9e-47d9-90bf-4f325328ae851725366516011-Declaration-Flipkart-Myntra-2_page-0001.jpg,1234567,31/07/2026,,
Wildcraft,Men Thong Flip-Flops,₹1234,MRP ₹1299,(5% OFF),4.1,8 Ratings,"A pair of brown and black solid thong flip-flops
Pu upper
Cushioned footbed
Patterned rubber outsole",PU,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,,,,,
Floatz,Men Textured Thong Flip-Flops,₹1019,MRP ₹1199,(15% OFF),4.3,23 Ratings,"A pair of white textured thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
ONSOLE,Men Thong Flip-Flops,₹999,MRP ₹1999,(50% OFF),4.7,6 Ratings,"A pair of navy blue and grey solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,6 months,,,,,
Woodland,Men Striped Thong Flip-Flops,₹664,MRP ₹949,(30% OFF),4.2,66 Ratings,"A pair of green and beige striped thong flip-flops, has regular styling, slip-on closure
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Striped,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Campus,Men Blue Thong Flip-Flops,₹559,MRP ₹699,(20% OFF),4.3,202 Ratings,"A pair of blue solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/9/3/c63a752c-2a9e-47d9-90bf-4f325328ae851725366516011-Declaration-Flipkart-Myntra-2_page-0001.jpg,1234567,31/07/2026,,
Carlton London,Men Thong Flip-Flops,₹989,MRP ₹1799,(45% OFF),3.9,22 Ratings,"A pair of black and beige solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand /manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,1 month,,,,,
ONSOLE,Men Printed Thong Flip-Flops,₹701,MRP ₹1299,(46% OFF),4.4,38 Ratings,"A pair of navy blue and white printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,1 month,,,,,
CASSIEY,Men Croslite Thong Flip-Flops,₹749,MRP ₹999,(Rs. 250 OFF),3.1,7 Ratings,"A pair of navy blue and white self design thong flip-flops
Croslite upper
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
max,Men Thong Flip-Flops,₹809,MRP ₹899,(10% OFF),4,28 Ratings,"A pair of blue solid thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Big Fox,Men Thong Flip-Flops,₹849,MRP ₹2499,(66% OFF),3.8,31 Ratings,"A pair of black solid thong flip-flops
Fabric upper
Cushioned footbed
Patterned eva outsole",Fabric,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Khadims,Men Grey Thong Flip-Flops,₹694,MRP ₹879,(21% OFF),3.5,8 Ratings,"A pair of grey solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned pvc outsole",Synthetic,Casual,Solid,PVC,Regular,Thong Flip-Flops,,,,,,
Action,Men Rubber Thong Flip-Flops,₹614,MRP ₹1499,(59% OFF),4.1,29 Ratings,"A pair of grey solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
max,Men Thong Flip-Flops,₹809,MRP ₹899,(10% OFF),4,28 Ratings,"A pair of grey solid thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
BERSACHE,Men Rubber Thong Flip-Flops,₹619,MRP ₹1999,(Rs. 1380 OFF),3.8,28 Ratings,"A pair of black self design thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Action Plus,Men Thong Flip-Flops,₹614,MRP ₹1499,(59% OFF),3.4,10 Ratings,"A pair of blue solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
